" WaveGlow: A Flow-based Generative Network for Speech Synthesis
"
" Deep Net Features for Complex Emotion Recognition
"
" Generating Texts with Integer Linear Programming
"
" Some New Layer Architectures for Graph CNN
"
" DEEPGONET: Multi-label Prediction of GO Annotation for Protein from  Sequence Using Cascaded Convolutional and Recurrent Network
"
" A Mixture of Expert Approach for Low-Cost Customization of Deep Neural  Networks
"
" Aligning Very Small Parallel Corpora Using Cross-Lingual Word Embeddings  and a Monogamy Objective
"
" Effective Feature Representation for Clinical Text Concept Extraction
"
" Deep Generative Model with Beta Bernoulli Process for Modeling and  Learning Confounding Factors
"
" The UEA multivariate time series classification archive, 2018
"
" On Single-Channel Speech Enhancement and On Non-Linear Modulation-Domain  Kalman Filtering
"
" SDRL: Interpretable and Data-efficient Deep Reinforcement Learning  Leveraging Symbolic Planning
"
" A Process-driven View on Summative Evaluation of Visual Analytics  Solutions
"
" On the True Number of Clusters in a Dataset
"
" The Price of Fair PCA: One Extra Dimension
"
" Massive MIMO Forward Link Analysis for Cellular Networks
"
" On finite-time and fixed-time consensus algorithms for dynamic networks  switching among disconnected digraphs
"
" Generating Photo-Realistic Training Data to Improve Face Recognition  Accuracy
"
" Face Recognition: From Traditional to Deep Learning Methods
"
" A task in a suit and a tie: paraphrase generation with semantic  augmentation
"
" Regularized Fourier Ptychography using an Online Plug-and-Play Algorithm
"
" A Mixture Model Based Defense for Data Poisoning Attacks Against Naive  Bayes Spam Filters
"
" Neural Belief Propagation Decoding of CRC-Polar Concatenated Codes
"
" BlockReduce: Scaling Blockchain to Human Commerce
"
" Measuring Issue Ownership using Word Embeddings
"
" Towards a Simple Approach to Multi-step Model-based Reinforcement  Learning
"
" Dirichlet Variational Autoencoder for Text Modeling
"
" Testing Halfspaces over Rotation-Invariant Distributions
"
" Improving ICS Cyber Resilience through Optimal Diversification of  Network Resources
"
" Democratizing Production-Scale Distributed Deep Learning
"
" Scalable End-to-End Autonomous Vehicle Testing via Rare-event Simulation
"
" ATOMIC: An Atlas of Machine Commonsense for If-Then Reasoning
"
" Recovery Guarantees for Quadratic Tensors with Limited Observations
"
" Mixture Density Generative Adversarial Networks
"
" Low-Precision Random Fourier Features for Memory-Constrained Kernel  Approximation
"
" Low-Precision Random Fourier Features for Memory-Constrained Kernel  Approximation
"
" OpenCL Performance Prediction using Architecture-Independent Features
"
" Clustered Monotone Transforms for Rating Factorization
"
" Conceptual Content in Deep Convolutional Neural Networks: An analysis  into multi-faceted properties of neurons
"
